species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 
F54,FRE_WHL,TOTAL,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE_WHL,TOTAL,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE_WHL,TOTAL,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE_WHL,TOTAL,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE_WHL,TOTAL,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE_WHL,TOTAL,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE_WHL,TOTAL,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,TOTAL,HCN,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,TOTAL,HCN,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,TOTAL,HCN,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,TOTAL,HCN,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,TOTAL,HCN,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,TOTAL,HCN,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,TOTAL,HCN,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,TOTAL,HCN,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,TOTAL,HCN,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,TOTAL,TOTAL,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,TOTAL,TOTAL,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,TOTAL,TOTAL,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,TOTAL,TOTAL,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,TOTAL,TOTAL,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,TOTAL,TOTAL,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,TOTAL,TOTAL,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,TOTAL,TOTAL,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,TOTAL,TOTAL,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
FIN,FRE,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE_WHL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE_WHL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE_WHL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE_WHL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE_WHL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE_WHL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE_WHL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE_WHL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE_WHL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE_WHL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE_WHL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE_WHL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,FRE_WHL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE_WHL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,FRE_WHL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE_WHL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,FRE_WHL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,TOTAL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,TOTAL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,TOTAL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,TOTAL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,TOTAL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,TOTAL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,TOTAL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,TOTAL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,TOTAL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,TOTAL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,TOTAL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,TOTAL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3868.0158 	1604.8444 	1798.9388 	: 
FIN,TOTAL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,TOTAL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,TOTAL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1934.0079 	2674.7407 	449.7347 	: 
FIN,TOTAL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,TOTAL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
FIN,TOTAL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.6 	4 	: 
GAR,FRE,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE_WHL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE_WHL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE_WHL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE_WHL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE_WHL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE_WHL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE_WHL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE_WHL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE_WHL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE_WHL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE_WHL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE_WHL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,FRE_WHL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE_WHL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,FRE_WHL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE_WHL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,FRE_WHL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,TOTAL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,TOTAL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,TOTAL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,TOTAL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,TOTAL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,TOTAL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,TOTAL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,TOTAL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,TOTAL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,TOTAL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,TOTAL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,TOTAL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	4881.8737 	: 	: 	: 	: 	: 	: 	737.4213 
GAR,TOTAL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,TOTAL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,TOTAL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3054.9898 	: 	: 	: 	: 	: 	: 	3687.1065 
GAR,TOTAL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,TOTAL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GAR,TOTAL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1.598 	: 	: 	: 	: 	: 	: 	0.2 
GPA,FRE,HCN,EUR,EU,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE,HCN,EUR,RO,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE,HCN,EUR,TOTAL,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE,HCN,EUR_T,EU,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE,HCN,EUR_T,RO,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE,HCN,EUR_T,TOTAL,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE,HCN,TPW,EU,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE,HCN,TPW,RO,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE,HCN,TPW,TOTAL,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE,TOTAL,EUR,EU,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE,TOTAL,EUR,RO,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE,TOTAL,EUR,TOTAL,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE,TOTAL,EUR_T,EU,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE,TOTAL,EUR_T,RO,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE,TOTAL,EUR_T,TOTAL,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE,TOTAL,TPW,EU,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE,TOTAL,TPW,RO,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE,TOTAL,TPW,TOTAL,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE_WHL,HCN,EUR,EU,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23187.8836 	12061.552 	17501.6259 	22860.5698 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE_WHL,HCN,EUR,RO,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23187.8836 	12061.552 	17501.6259 	22860.5698 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE_WHL,HCN,EUR,TOTAL,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23187.8836 	12061.552 	17501.6259 	22860.5698 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE_WHL,HCN,EUR_T,EU,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1656.2774 	1206.1552 	1060.7046 	1115.8029 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE_WHL,HCN,EUR_T,RO,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1656.2774 	1206.1552 	1060.7046 	1115.8029 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE_WHL,HCN,EUR_T,TOTAL,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1656.2774 	1206.1552 	1060.7046 	1115.8029 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE_WHL,HCN,TPW,EU,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE_WHL,HCN,TPW,RO,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE_WHL,HCN,TPW,TOTAL,RO	4.99 	9.41 e	18.853 	22.184 	14 	10 	16.5 	20.488 	13.147 	16 	12 	18 	23 
GPA,FRE_WHL,TOTAL,EUR,EU,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE_WHL,TOTAL,EUR,RO,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE_WHL,TOTAL,EUR,TOTAL,RO	7130.1032 	16621.1474 e	29725.4685 	36429.3868 	23085.0228 	12061.552 	17501.6259 	23417.4029 	11798.0297 	14792.8016 	11893.7712 	18888.8562 	20874.6942 
GPA,FRE_WHL,TOTAL,EUR_T,EU,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
GPA,FRE_WHL,TOTAL,EUR_T,RO,RO	1428.8784 	1766.3281 e	1576.697 	1642.1469 	1648.9302 	1206.1552 	1060.7046 	1142.9814 	897.3933 	924.5501 	991.1476 	1049.3809 	907.5954 
