species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 
F39,TOTAL,TOTAL,TPW,TOTAL,RO	12.41 	5.4 e	11.644 	6.671 	8 	1 	3.2 	1.601 	14.788 	2 	1.8 	5 	31.8 
F50,FRE,HCN,EUR,EU,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE,HCN,EUR,RO,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE,HCN,EUR,TOTAL,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE,HCN,EUR_T,EU,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE,HCN,EUR_T,RO,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE,HCN,EUR_T,TOTAL,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE,HCN,TPW,EU,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE,HCN,TPW,RO,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE,HCN,TPW,TOTAL,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE,TOTAL,EUR,EU,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE,TOTAL,EUR,RO,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE,TOTAL,EUR,TOTAL,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE,TOTAL,EUR_T,EU,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE,TOTAL,EUR_T,RO,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE,TOTAL,EUR_T,TOTAL,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE,TOTAL,TPW,EU,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE,TOTAL,TPW,RO,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE,TOTAL,TPW,TOTAL,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE_WHL,HCN,EUR,EU,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE_WHL,HCN,EUR,RO,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE_WHL,HCN,EUR,TOTAL,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE_WHL,HCN,EUR_T,EU,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE_WHL,HCN,EUR_T,RO,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE_WHL,HCN,EUR_T,TOTAL,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE_WHL,HCN,TPW,EU,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE_WHL,HCN,TPW,RO,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE_WHL,HCN,TPW,TOTAL,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE_WHL,TOTAL,EUR,EU,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE_WHL,TOTAL,EUR,RO,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE_WHL,TOTAL,EUR,TOTAL,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,FRE_WHL,TOTAL,EUR_T,EU,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE_WHL,TOTAL,EUR_T,RO,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,FRE_WHL,TOTAL,TPW,EU,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE_WHL,TOTAL,TPW,RO,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,FRE_WHL,TOTAL,TPW,TOTAL,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,TOTAL,HCN,EUR,EU,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,TOTAL,HCN,EUR,RO,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,TOTAL,HCN,EUR,TOTAL,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,TOTAL,HCN,EUR_T,EU,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,TOTAL,HCN,EUR_T,RO,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,TOTAL,HCN,EUR_T,TOTAL,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,TOTAL,HCN,TPW,EU,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,TOTAL,HCN,TPW,RO,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,TOTAL,HCN,TPW,TOTAL,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,TOTAL,TOTAL,EUR,EU,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,TOTAL,TOTAL,EUR,RO,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,TOTAL,TOTAL,EUR,TOTAL,RO	3528284.1648 	3920448.9153 e	3294024.6859 	3561640.8124 	1849649.3812 	632437.7178 	531204.4659 	916258.9599 	1228.954 	6898.7476 	855.3739 	37777.7106 	: 
F50,TOTAL,TOTAL,EUR_T,EU,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,TOTAL,TOTAL,EUR_T,RO,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,TOTAL,TOTAL,EUR_T,TOTAL,RO	466.653 	417.6751 e	476.9347 	790.4139 	944.6626 	480.1832 	899.7366 	4178.1455 	2487.7611 	2759.499 	2851.2464 	2698.4079 	: 
F50,TOTAL,TOTAL,TPW,EU,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,TOTAL,TOTAL,TPW,RO,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F50,TOTAL,TOTAL,TPW,TOTAL,RO	7560.83 	9386.36 e	6906.658 	4506.045 	1958 	1317.076 	590.4 	219.298 	0.494 	2.5 	0.3 	14 	: 
F52,FRE,HCN,EUR,EU,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE,HCN,EUR,RO,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE,HCN,EUR,TOTAL,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE,HCN,EUR_T,EU,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE,HCN,EUR_T,RO,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE,HCN,EUR_T,TOTAL,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE,HCN,TPW,EU,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE,HCN,TPW,RO,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE,HCN,TPW,TOTAL,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE,TOTAL,EUR,EU,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE,TOTAL,EUR,RO,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE,TOTAL,EUR,TOTAL,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE,TOTAL,EUR_T,EU,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE,TOTAL,EUR_T,RO,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE,TOTAL,EUR_T,TOTAL,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE,TOTAL,TPW,EU,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE,TOTAL,TPW,RO,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE,TOTAL,TPW,TOTAL,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE_WHL,HCN,EUR,EU,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE_WHL,HCN,EUR,RO,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE_WHL,HCN,EUR,TOTAL,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE_WHL,HCN,EUR_T,EU,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE_WHL,HCN,EUR_T,RO,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE_WHL,HCN,EUR_T,TOTAL,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE_WHL,HCN,TPW,EU,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE_WHL,HCN,TPW,RO,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE_WHL,HCN,TPW,TOTAL,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE_WHL,TOTAL,EUR,EU,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE_WHL,TOTAL,EUR,RO,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE_WHL,TOTAL,EUR,TOTAL,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,FRE_WHL,TOTAL,EUR_T,EU,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE_WHL,TOTAL,EUR_T,RO,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,FRE_WHL,TOTAL,TPW,EU,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE_WHL,TOTAL,TPW,RO,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,FRE_WHL,TOTAL,TPW,TOTAL,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,TOTAL,HCN,EUR,EU,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,TOTAL,HCN,EUR,RO,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,TOTAL,HCN,EUR,TOTAL,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,TOTAL,HCN,EUR_T,EU,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,TOTAL,HCN,EUR_T,RO,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,TOTAL,HCN,EUR_T,TOTAL,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,TOTAL,HCN,TPW,EU,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,TOTAL,HCN,TPW,RO,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,TOTAL,HCN,TPW,TOTAL,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,TOTAL,TOTAL,EUR,EU,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,TOTAL,TOTAL,EUR,RO,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,TOTAL,TOTAL,EUR,TOTAL,RO	3197341.3948 	3702717.7789 e	3213698.4348 	3491769.9138 	1846456.8192 	630477.0933 	527795.8591 	913992.8119 	159.5603 	5660.5108 	: 	: 	: 
F52,TOTAL,TOTAL,EUR_T,EU,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,TOTAL,TOTAL,EUR_T,RO,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,TOTAL,TOTAL,EUR_T,TOTAL,RO	436.1839 	400.5428 e	469.8913 	782.8317 	945.4464 	479.7465 	897.0018 	4187.7099 	2454.7742 	2830.2554 	: 	: 	: 
F52,TOTAL,TOTAL,TPW,EU,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,TOTAL,TOTAL,TPW,RO,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F52,TOTAL,TOTAL,TPW,TOTAL,RO	7330.26 	9244.25 e	6839.238 	4460.435 	1953 	1314.188 	588.4 	218.256 	0.065 	2 	: 	: 	: 
F54,FRE,HCN,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE,HCN,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE,HCN,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE,HCN,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE,HCN,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE,HCN,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE,HCN,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE,HCN,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE,HCN,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE,TOTAL,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE,TOTAL,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE,TOTAL,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE,TOTAL,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE,TOTAL,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE,TOTAL,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE,TOTAL,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE,TOTAL,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE,TOTAL,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE_WHL,HCN,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE_WHL,HCN,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE_WHL,HCN,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
F54,FRE_WHL,HCN,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE_WHL,HCN,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE_WHL,HCN,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
F54,FRE_WHL,HCN,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE_WHL,HCN,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE_WHL,HCN,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
F54,FRE_WHL,TOTAL,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
