species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
F92,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	11456 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	11456 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	11456 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	14320 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	14320 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	14320 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 
F92,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,EUR,CY,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,EUR,EU,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,EUR,TOTAL,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,EUR_T,CY,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,EUR_T,EU,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,EUR_T,TOTAL,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,TPW,CY,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,TPW,EU,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,HCN,TPW,TOTAL,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,EUR,CY,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,EUR,EU,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,EUR,TOTAL,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,EUR_T,CY,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,EUR_T,EU,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,EUR_T,TOTAL,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,TPW,CY,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,TPW,EU,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE,TOTAL,TPW,TOTAL,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,EUR,CY,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,EUR,EU,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,EUR,TOTAL,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,EUR_T,CY,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,EUR_T,EU,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,EUR_T,TOTAL,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,TPW,CY,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,TPW,EU,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,HCN,TPW,TOTAL,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,EUR,CY,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,EUR,EU,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,EUR,TOTAL,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,EUR_T,CY,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,EUR_T,EU,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,TPW,CY,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,TPW,EU,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,FRE_WHL,TOTAL,TPW,TOTAL,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,EUR,CY,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,EUR,EU,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,EUR,TOTAL,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,EUR_T,CY,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,EUR_T,EU,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,EUR_T,TOTAL,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,TPW,CY,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,TPW,EU,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,HCN,TPW,TOTAL,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,EUR,CY,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,EUR,EU,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,EUR,TOTAL,CY	146.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,EUR_T,CY,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,EUR_T,EU,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,EUR_T,TOTAL,CY	7920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,TPW,CY,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,TPW,EU,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FFX,TOTAL,TOTAL,TPW,TOTAL,CY	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FIN,FRE,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE_WHL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE_WHL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIN,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	589.7 	475.3 	: 	: 
FIO,FRE,HCN,EUR,CY,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,EUR,EU,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,EUR,TOTAL,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,EUR_T,CY,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,EUR_T,EU,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,EUR_T,TOTAL,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,TPW,CY,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,TPW,EU,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,HCN,TPW,TOTAL,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,EUR,CY,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,EUR,EU,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,EUR,TOTAL,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,EUR_T,CY,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,EUR_T,EU,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,EUR_T,TOTAL,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,TPW,CY,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,TPW,EU,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE,TOTAL,TPW,TOTAL,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,EUR,CY,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,EUR,EU,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,EUR,TOTAL,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,EUR_T,CY,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,EUR_T,EU,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,EUR_T,TOTAL,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,TPW,CY,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,TPW,EU,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,HCN,TPW,TOTAL,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,EUR,CY,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,EUR,EU,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,EUR,TOTAL,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,EUR_T,CY,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,EUR_T,EU,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,TPW,CY,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,TPW,EU,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,FRE_WHL,TOTAL,TPW,TOTAL,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,EUR,CY,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,EUR,EU,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,EUR,TOTAL,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,EUR_T,CY,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,EUR_T,EU,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,EUR_T,TOTAL,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,TPW,CY,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,TPW,EU,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,HCN,TPW,TOTAL,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,EUR,CY,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,EUR,EU,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,EUR,TOTAL,CY	12606.411 	4347 	6050 	7150 	3488.058 	3750 	5000 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,EUR_T,CY,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,EUR_T,EU,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,EUR_T,TOTAL,CY	2910 	3000 	2750 	2750 	2500.4 	2500 	2500 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,TPW,CY,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,TPW,EU,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIO,TOTAL,TOTAL,TPW,TOTAL,CY	4.3321 	1.449 	2.2 	2.6 	1.395 	1.5 	2 	: 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
