species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
SDS,TOTAL,HCN,EUR_T,TOTAL,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,TPW,CY,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,TPW,EU,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,EUR,CY,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,EUR,EU,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,TPW,CY,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,TPW,EU,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,EUR,CY,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,EUR,EU,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,EUR,TOTAL,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,EUR_T,CY,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,EUR_T,EU,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,EUR_T,TOTAL,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,TPW,CY,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,TPW,EU,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,HCN,TPW,TOTAL,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,EUR,CY,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,EUR,EU,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,EUR,TOTAL,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,EUR_T,CY,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,EUR_T,EU,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,EUR_T,TOTAL,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,TPW,CY,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,TPW,EU,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE,TOTAL,TPW,TOTAL,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,EUR,CY,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,EUR,EU,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,EUR,TOTAL,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,EUR_T,CY,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,EUR_T,EU,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,EUR_T,TOTAL,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,TPW,CY,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,TPW,EU,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,HCN,TPW,TOTAL,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,EUR,CY,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,EUR,EU,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,EUR,TOTAL,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,EUR_T,CY,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,EUR_T,EU,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,TPW,CY,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,TPW,EU,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,FRE_WHL,TOTAL,TPW,TOTAL,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,EUR,CY,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,EUR,EU,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,EUR,TOTAL,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,EUR_T,CY,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,EUR_T,EU,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,EUR_T,TOTAL,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,TPW,CY,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,TPW,EU,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,HCN,TPW,TOTAL,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,EUR,CY,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,EUR,EU,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,EUR,TOTAL,CY	54 	: 	300 	: 	8.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,EUR_T,CY,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,EUR_T,EU,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,EUR_T,TOTAL,CY	18000 	: 	3000 	: 	2666.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,TPW,CY,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,TPW,EU,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHR,TOTAL,TOTAL,TPW,TOTAL,CY	0.003 	: 	0.1 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SHX,FRE,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,TOTAL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,TOTAL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,TOTAL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,TOTAL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,TOTAL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,TOTAL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	6000 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	3000 	3000 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SHX,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	2 	: 	: 	: 	: 
SIL,FRE,HCN,EUR,CY,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,EUR,EU,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,EUR,TOTAL,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,EUR_T,CY,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,EUR_T,EU,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,EUR_T,TOTAL,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,TPW,CY,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,TPW,EU,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,HCN,TPW,TOTAL,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,EUR,CY,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,EUR,EU,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,EUR,TOTAL,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,EUR_T,CY,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,EUR_T,EU,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,EUR_T,TOTAL,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,TPW,CY,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,TPW,EU,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE,TOTAL,TPW,TOTAL,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,EUR,CY,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,EUR,EU,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,EUR,TOTAL,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,EUR_T,CY,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,EUR_T,EU,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,EUR_T,TOTAL,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,TPW,CY,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,TPW,EU,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,HCN,TPW,TOTAL,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,EUR,CY,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,EUR,EU,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,EUR,TOTAL,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,EUR_T,CY,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,EUR_T,EU,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,TPW,CY,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,TPW,EU,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,FRE_WHL,TOTAL,TPW,TOTAL,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,EUR,CY,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,EUR,EU,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,EUR,TOTAL,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,EUR_T,CY,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,EUR_T,EU,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,EUR_T,TOTAL,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,TPW,CY,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,TPW,EU,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,HCN,TPW,TOTAL,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,EUR,CY,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,EUR,EU,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,EUR,TOTAL,CY	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,EUR_T,CY,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,EUR_T,EU,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,EUR_T,TOTAL,CY	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,TPW,CY,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,TPW,EU,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIL,TOTAL,TOTAL,TPW,TOTAL,CY	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,EUR,CY,CY	: 	: 	: 	: 	240.9988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,EUR,EU,CY	: 	: 	: 	: 	240.9988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	240.9988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,EUR_T,CY,CY	: 	: 	: 	: 	2903.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,EUR_T,EU,CY	: 	: 	: 	: 	2903.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	2903.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,TPW,CY,CY	: 	: 	: 	: 	0.083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,TPW,EU,CY	: 	: 	: 	: 	0.083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	0.083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,TOTAL,EUR,CY,CY	: 	: 	: 	: 	240.9988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,TOTAL,EUR,EU,CY	: 	: 	: 	: 	240.9988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SIX,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	240.9988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
