species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
PLE,FRE,TOTAL,EUR,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,EUR,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,EUR_T,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,EUR_T,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,TPW,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,EUR,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,EUR,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,EUR,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,EUR_T,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,EUR_T,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,TPW,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,HCN,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,EUR,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,EUR,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,EUR,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,EUR_T,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,EUR_T,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,TPW,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE_GUT,TOTAL,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,EUR,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,EUR,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,EUR,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,EUR_T,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,EUR_T,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,TPW,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,HCN,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,EUR,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,EUR,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,EUR,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,EUR_T,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,EUR_T,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,TPW,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,TOTAL,TOTAL,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE,HCN,EUR,EU,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,FRE,HCN,EUR,FI,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE,HCN,EUR,TOTAL,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,FRE,HCN,EUR_T,EU,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,FRE,HCN,EUR_T,FI,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE,HCN,EUR_T,TOTAL,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,FRE,HCN,TPW,EU,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
PLN,FRE,HCN,TPW,FI,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE,HCN,TPW,TOTAL,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
PLN,FRE,TOTAL,EUR,EU,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,FRE,TOTAL,EUR,FI,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE,TOTAL,EUR,TOTAL,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,FRE,TOTAL,EUR_T,EU,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,FRE,TOTAL,EUR_T,FI,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE,TOTAL,EUR_T,TOTAL,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,FRE,TOTAL,TPW,EU,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
PLN,FRE,TOTAL,TPW,FI,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE,TOTAL,TPW,TOTAL,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
PLN,FRE_GUT,HCN,EUR,EU,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	: 	: 	: 
PLN,FRE_GUT,HCN,EUR,FI,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE_GUT,HCN,EUR,TOTAL,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	: 	: 	: 
PLN,FRE_GUT,HCN,EUR_T,EU,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	: 	: 	: 
PLN,FRE_GUT,HCN,EUR_T,FI,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE_GUT,HCN,EUR_T,TOTAL,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	: 	: 	: 
PLN,FRE_GUT,HCN,TPW,EU,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	: 	: 	: 
PLN,FRE_GUT,HCN,TPW,FI,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE_GUT,HCN,TPW,TOTAL,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	: 	: 	: 
PLN,FRE_GUT,TOTAL,EUR,EU,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	: 	: 	: 
PLN,FRE_GUT,TOTAL,EUR,FI,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE_GUT,TOTAL,EUR,TOTAL,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	: 	: 	: 
PLN,FRE_GUT,TOTAL,EUR_T,EU,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	: 	: 	: 
PLN,FRE_GUT,TOTAL,EUR_T,FI,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE_GUT,TOTAL,EUR_T,TOTAL,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	: 	: 	: 
PLN,FRE_GUT,TOTAL,TPW,EU,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	: 	: 	: 
PLN,FRE_GUT,TOTAL,TPW,FI,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,FRE_GUT,TOTAL,TPW,TOTAL,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	: 	: 	: 
PLN,TOTAL,HCN,EUR,EU,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,TOTAL,HCN,EUR,FI,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,TOTAL,HCN,EUR,TOTAL,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,TOTAL,HCN,EUR_T,EU,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,TOTAL,HCN,EUR_T,FI,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,TOTAL,HCN,EUR_T,TOTAL,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,TOTAL,HCN,TPW,EU,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
PLN,TOTAL,HCN,TPW,FI,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,TOTAL,HCN,TPW,TOTAL,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
PLN,TOTAL,TOTAL,EUR,EU,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,TOTAL,TOTAL,EUR,FI,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,TOTAL,TOTAL,EUR,TOTAL,FI	1731063.579 	2090749.8144 	2157070.3296 	2535055.215 	2805131.964 	2935905.6435 	2310334.62 	3038644.8 	2898560 	2940652.76 	2751374.8 	2249885.5 	2119178.368 	2200160.976 	2201449.0279 	2663210.4927 	560877.6835 	2710930.2306 	3189140.3747 	2668287 	3052337 	2488636 
PLN,TOTAL,TOTAL,EUR_T,EU,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,TOTAL,TOTAL,EUR_T,FI,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,TOTAL,TOTAL,EUR_T,TOTAL,FI	4728.39 	4779.84 	4305.5296 	4451.37 	4273.51 	4273.51 	3875.1 	4464 	4480 	4591.9 	4442 	3695 	3323.68 	3107.572 	3160.2771 	3498.2405 	602.3171 	3319.3709 	2927.9658 	2510 	2313 	2320 
PLN,TOTAL,TOTAL,TPW,EU,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
PLN,TOTAL,TOTAL,TPW,FI,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLN,TOTAL,TOTAL,TPW,TOTAL,FI	366.1 	437.41 	501 	569.5 	656.4 	687.001 	596.2 	680.7 	647 	640.4 	619.4 	608.9 	637.6 	708 	696.6 	761.3 	931.2 	816.7 	1089.2 	1063 	1319 	1073 
SAL,FRE,HCN,EUR,EU,FI	1430462.8182 	1009725.2364 	1027808.7856 	848939.364 	1095199.83 	894921.01 	971250 	1040049.22 	875760 	1095885 	934780 	701811 	913156.222 	879601.0072 	912765.0086 	707012.0061 	142769.8631 	1084814.1776 	1515849.2229 	1278565 	1595954 	1908262 
SAL,FRE,HCN,EUR,FI,FI	1430462.8182 	1009725.2364 	1027808.7856 	848939.364 	1095199.83 	894921.01 	971250 	1040049.22 	875760 	1095885 	934780 	701811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAL,FRE,HCN,EUR,TOTAL,FI	1430462.8182 	1009725.2364 	1027808.7856 	848939.364 	1095199.83 	894921.01 	971250 	1040049.22 	875760 	1095885 	934780 	701811 	913156.222 	879601.0072 	912765.0086 	707012.0061 	142769.8631 	1084814.1776 	1515849.2229 	1278565 	1595954 	1908262 
SAL,FRE,HCN,EUR_T,EU,FI	6078.54 	6353.67 	5350.3841 	4430.79 	4393.1 	3455 	3500 	5482.6 	4920 	4410 	3850 	4170 	4586.42 	3164.0324 	2521.4503 	2943.4305 	488.7705 	3238.2513 	3470.3508 	2927 	2745 	2354 
SAL,FRE,HCN,EUR_T,FI,FI	6078.54 	6353.67 	5350.3841 	4430.79 	4393.1 	3455 	3500 	5482.6 	4920 	4410 	3850 	4170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAL,FRE,HCN,EUR_T,TOTAL,FI	6078.54 	6353.67 	5350.3841 	4430.79 	4393.1 	3455 	3500 	5482.6 	4920 	4410 	3850 	4170 	4586.42 	3164.0324 	2521.4503 	2943.4305 	488.7705 	3238.2513 	3470.3508 	2927 	2745 	2354 
SAL,FRE,HCN,TPW,EU,FI	235.33 	158.92 	192.1 	191.6 	249.3 	259.022 	277.5 	189.7 	178 	248.5 	242.8 	168.3 	199.1 	278 	362 	240.2 	292.1 	335 	436.8 	437 	581 	811 
SAL,FRE,HCN,TPW,FI,FI	235.33 	158.92 	192.1 	191.6 	249.3 	259.022 	277.5 	189.7 	178 	248.5 	242.8 	168.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAL,FRE,HCN,TPW,TOTAL,FI	235.33 	158.92 	192.1 	191.6 	249.3 	259.022 	277.5 	189.7 	178 	248.5 	242.8 	168.3 	199.1 	278 	362 	240.2 	292.1 	335 	436.8 	437 	581 	811 
SAL,FRE,TOTAL,EUR,EU,FI	1430462.8182 	1009725.2364 	1027808.7856 	848939.364 	1095199.83 	894921.01 	971250 	1040049.22 	875760 	1095885 	934780 	701811 	913156.222 	879601.0072 	912765.0086 	707012.0061 	142769.8631 	1084814.1776 	1515849.2229 	1278565 	1595954 	1908262 
SAL,FRE,TOTAL,EUR,FI,FI	1430462.8182 	1009725.2364 	1027808.7856 	848939.364 	1095199.83 	894921.01 	971250 	1040049.22 	875760 	1095885 	934780 	701811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAL,FRE,TOTAL,EUR,TOTAL,FI	1430462.8182 	1009725.2364 	1027808.7856 	848939.364 	1095199.83 	894921.01 	971250 	1040049.22 	875760 	1095885 	934780 	701811 	913156.222 	879601.0072 	912765.0086 	707012.0061 	142769.8631 	1084814.1776 	1515849.2229 	1278565 	1595954 	1908262 
SAL,FRE,TOTAL,EUR_T,EU,FI	6078.54 	6353.67 	5350.3841 	4430.79 	4393.1 	3455 	3500 	5482.6 	4920 	4410 	3850 	4170 	4586.42 	3164.0324 	2521.4503 	2943.4305 	488.7705 	3238.2513 	3470.3508 	2927 	2745 	2354 
