species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
F30,FRE_WHL,UNK,EUR_T,FI,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,FRE_WHL,UNK,EUR_T,TOTAL,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,FRE_WHL,UNK,TPW,EU,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,FRE_WHL,UNK,TPW,FI,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,FRE_WHL,UNK,TPW,TOTAL,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,HCN,EUR,EU,FI	3702826.6248 	6980927.4342 	5678273.19 	5355646.036 	7808573.013 	9782483.9148 	10150856.82 	5207445.67 	4571884.64 	4936288.62 	7231831.6 	5979014.1 	5601665.149 	7019915.7686 	5208168.6351 	6538244.2885 	3534079.9199 	: 	: 	9787715 	8385295 	11844710 
F30,TOTAL,HCN,EUR,FI,FI	3702826.6248 	6980927.4342 	5678273.19 	5355646.036 	7808573.013 	9782483.9148 	10150856.82 	5207445.67 	4571884.64 	4936288.62 	7231831.6 	5979014.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,HCN,EUR,TOTAL,FI	3702826.6248 	6980927.4342 	5678273.19 	5355646.036 	7808573.013 	9782483.9148 	10150856.82 	5207445.67 	4571884.64 	4936288.62 	7231831.6 	5979014.1 	5601665.149 	7019915.7686 	5208168.6351 	6538244.2885 	3534079.9199 	: 	: 	9787715 	8385295 	11844710 
F30,TOTAL,HCN,EUR_T,EU,FI	276.4424 	265.4923 	264.9437 	280.7001 	276.6114 	299.1979 	254.0903 	243.4694 	200.9876 	200.7944 	186.3264 	195.5697 	234.9101 	220.5773 	254.145 	316.972 	128.5344 	: 	: 	443 	334 	389 
F30,TOTAL,HCN,EUR_T,FI,FI	276.4424 	265.4923 	264.9437 	280.7001 	276.6114 	299.1979 	254.0903 	243.4694 	200.9876 	200.7944 	186.3264 	195.5697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,HCN,EUR_T,TOTAL,FI	276.4424 	265.4923 	264.9437 	280.7001 	276.6114 	299.1979 	254.0903 	243.4694 	200.9876 	200.7944 	186.3264 	195.5697 	234.9101 	220.5773 	254.145 	316.972 	128.5344 	: 	: 	443 	334 	389 
F30,TOTAL,HCN,TPW,EU,FI	13394.57 	26294.27 	21432 	19079.6 	28229.4 	32695.697 	39949.8 	21388.5 	22747.1 	24583.8 	38812.7 	30572.3 	23846 	31825.2 	20492.9 	20627.2 	27495.2 	32172.1 	24721.8 	22118 	25084 	30485 
F30,TOTAL,HCN,TPW,FI,FI	13394.57 	26294.27 	21432 	19079.6 	28229.4 	32695.697 	39949.8 	21388.5 	22747.1 	24583.8 	38812.7 	30572.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,HCN,TPW,TOTAL,FI	13394.57 	26294.27 	21432 	19079.6 	28229.4 	32695.697 	39949.8 	21388.5 	22747.1 	24583.8 	38812.7 	30572.3 	23846 	31825.2 	20492.9 	20627.2 	27495.2 	32172.1 	24721.8 	22118 	25084 	30485 
F30,TOTAL,IND,EUR,EU,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F30,TOTAL,IND,EUR,FI,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,IND,EUR,TOTAL,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F30,TOTAL,IND,EUR_T,EU,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F30,TOTAL,IND,EUR_T,FI,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,IND,EUR_T,TOTAL,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F30,TOTAL,IND,TPW,EU,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	66060 	54788 	70853 
F30,TOTAL,IND,TPW,FI,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,IND,TPW,TOTAL,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	66060 	54788 	70853 
F30,TOTAL,TOTAL,EUR,EU,FI	21838041.9266 	25374923.1111 	19608699.7763 	17473624.86 	20566031.618 	25509283.8093 	20224922.43 	13764585.09 	10838334.64 	10301442.41 	12086820.4 	11277035.1 	12698644.943 	10978695.6625 	10302532.0817 	11746427.0551 	4847164.2079 	: 	: 	13670365 	14047462 	19357130 
F30,TOTAL,TOTAL,EUR,FI,FI	21838041.9266 	25374923.1111 	19608699.7763 	17473624.86 	20566031.618 	25509283.8093 	20224922.43 	13764585.09 	10838334.64 	10301442.41 	12086820.4 	11277035.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,TOTAL,EUR,TOTAL,FI	21838041.9266 	25374923.1111 	19608699.7763 	17473624.86 	20566031.618 	25509283.8093 	20224922.43 	13764585.09 	10838334.64 	10301442.41 	12086820.4 	11277035.1 	12698644.943 	10978695.6625 	10302532.0817 	11746427.0551 	4847164.2079 	: 	: 	13670365 	14047462 	19357130 
F30,TOTAL,TOTAL,EUR_T,EU,FI	191.8924 	195.0512 	194.4112 	187.1661 	221.8991 	243.7423 	206.4172 	187.6734 	137.0118 	126.5408 	137.9963 	126.086 	142.9297 	133.4747 	125.0489 	160.3255 	51.5683 	: 	: 	155 	176 	191 
F30,TOTAL,TOTAL,EUR_T,FI,FI	191.8924 	195.0512 	194.4112 	187.1661 	221.8991 	243.7423 	206.4172 	187.6734 	137.0118 	126.5408 	137.9963 	126.086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,TOTAL,EUR_T,TOTAL,FI	191.8924 	195.0512 	194.4112 	187.1661 	221.8991 	243.7423 	206.4172 	187.6734 	137.0118 	126.5408 	137.9963 	126.086 	142.9297 	133.4747 	125.0489 	160.3255 	51.5683 	: 	: 	155 	176 	191 
F30,TOTAL,TOTAL,TPW,EU,FI	113803.608 	130093.68 	100862 	93358.9 	92681.9 	104656.76 	97980.8 	73343.3 	79105.1 	81408.1 	87588 	89439.2 	88845.4 	82253 	82388 	73266.1 	93995.1 	91132.9 	93659.4 	88178 	79872 	101337 
F30,TOTAL,TOTAL,TPW,FI,FI	113803.608 	130093.68 	100862 	93358.9 	92681.9 	104656.76 	97980.8 	73343.3 	79105.1 	81408.1 	87588 	89439.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,TOTAL,TPW,TOTAL,FI	113803.608 	130093.68 	100862 	93358.9 	92681.9 	104656.76 	97980.8 	73343.3 	79105.1 	81408.1 	87588 	89439.2 	88845.4 	82253 	82388 	73266.1 	93995.1 	91132.9 	93659.4 	88178 	79872 	101337 
F30,TOTAL,UNK,EUR,EU,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,EUR,FI,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,EUR,TOTAL,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,EUR_T,EU,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,EUR_T,FI,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,EUR_T,TOTAL,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,TPW,EU,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,TPW,FI,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,TOTAL,UNK,TPW,TOTAL,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR,EU,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR,FI,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR,TOTAL,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR_T,EU,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR_T,FI,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR_T,TOTAL,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,TPW,EU,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,TPW,FI,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,TPW,TOTAL,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR,EU,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR,FI,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR,TOTAL,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR_T,EU,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR_T,FI,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR_T,TOTAL,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,TPW,EU,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,TPW,FI,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,TPW,TOTAL,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,EUR,EU,FI	: 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,EUR,FI,FI	: 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,EUR,TOTAL,FI	: 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,EUR_T,EU,FI	: 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,EUR_T,FI,FI	: 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,EUR_T,TOTAL,FI	: 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,TPW,EU,FI	: 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,TPW,FI,FI	: 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,HCN,TPW,TOTAL,FI	: 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,EUR,EU,FI	: 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,EUR,FI,FI	: 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,EUR,TOTAL,FI	: 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,EUR_T,EU,FI	: 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,EUR_T,FI,FI	: 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,EUR_T,TOTAL,FI	: 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,TPW,EU,FI	: 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,TPW,FI,FI	: 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_GUT,TOTAL,TPW,TOTAL,FI	: 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR,EU,FI	15070.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR,FI,FI	15070.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR,TOTAL,FI	15070.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR_T,EU,FI	4739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR_T,FI,FI	4739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR_T,TOTAL,FI	4739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,EU,FI	3.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,FI,FI	3.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,TOTAL,FI	3.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,EU,FI	15070.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,FI,FI	15070.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,TOTAL,FI	15070.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,EU,FI	4739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,FI,FI	4739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,TOTAL,FI	4739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,EU,FI	3.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,FI,FI	3.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,TOTAL,FI	3.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,EU,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,FI,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,TOTAL,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,EU,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,FI,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,TOTAL,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,EU,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,FI,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,TOTAL,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,EU,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,FI,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,TOTAL,FI	15070.02 	18600 	20161.018 	16985 	17704.415 	29113.0248 	23270.72 	29461.48 	31894.74 	28482 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,EU,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,FI,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,TOTAL,FI	4739 	4000 	4382.83 	3950 	4318.15 	5088.8 	5288.8 	3134.2 	2873.4 	3030 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,EU,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,FI,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,TOTAL,FI	3.18 	4.65 	4.6 	4.3 	4.1 	5.721 	4.4 	9.4 	11.1 	9.4 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR,EU,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,FRE,HCN,EUR,FI,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR,TOTAL,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,FRE,HCN,EUR_T,EU,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,FRE,HCN,EUR_T,FI,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
