species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 
F22,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
F22,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
F22,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
F22,FRE_WHL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 
F22,TOTAL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
F22,TOTAL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
F22,TOTAL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
F22,TOTAL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
F22,TOTAL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
F22,TOTAL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
F22,TOTAL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
F22,TOTAL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
F22,TOTAL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
F22,TOTAL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
F22,TOTAL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
F22,TOTAL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
F23,FRE,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F23,TOTAL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 
F24,FRE,HCN,EUR,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,HCN,EUR,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,HCN,EUR,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,HCN,TPW,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,HCN,TPW,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,HCN,TPW,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,TOTAL,EUR,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,TOTAL,EUR,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,TOTAL,EUR,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,TOTAL,TPW,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,TOTAL,TPW,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE,TOTAL,TPW,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,HCN,EUR,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,HCN,EUR,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,HCN,EUR,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,HCN,TPW,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,HCN,TPW,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,HCN,TPW,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,TOTAL,EUR,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,TOTAL,EUR,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,TOTAL,EUR,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,TOTAL,TPW,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,TOTAL,TPW,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,FRE_WHL,TOTAL,TPW,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,HCN,EUR,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,HCN,EUR,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,HCN,EUR,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,HCN,TPW,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,HCN,TPW,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,HCN,TPW,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,TOTAL,EUR,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,TOTAL,EUR,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,TOTAL,EUR,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,TOTAL,TPW,EU,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,TOTAL,TPW,SI,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F24,TOTAL,TOTAL,TPW,TOTAL,SI	0 	0 	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 
F30,FRE,HCN,EUR,EU,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	925100.6 	720260.4 	499556.6 	469253.7 	396826.8 	318347.7 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE,HCN,EUR,SI,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	925100.6 	720260.4 	499556.6 	469253.7 	396826.8 	318347.7 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE,HCN,EUR,TOTAL,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	925100.6 	720260.4 	499556.6 	469253.7 	396826.8 	318347.7 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE,HCN,EUR_T,EU,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	4833.3365 	4661.8796 	2936.8407 	3120.0379 	2419.6756 	1948.2723 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE,HCN,EUR_T,SI,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	4833.3365 	4661.8796 	2936.8407 	3120.0379 	2419.6756 	1948.2723 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE,HCN,EUR_T,TOTAL,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	4833.3365 	4661.8796 	2936.8407 	3120.0379 	2419.6756 	1948.2723 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE,HCN,TPW,EU,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	191.4 	154.5 	170.1 	150.4 	164 	163.4 	923.5 	743.6 	1015.5 	1406 
F30,FRE,HCN,TPW,SI,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	191.4 	154.5 	170.1 	150.4 	164 	163.4 	923.5 	743.6 	1015.5 	1406 
F30,FRE,HCN,TPW,TOTAL,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	191.4 	154.5 	170.1 	150.4 	164 	163.4 	923.5 	743.6 	1015.5 	1406 
F30,FRE,TOTAL,EUR,EU,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	1645673.7 	1537302.4 	1291674.6 	1143032.8 	1212274.2 	1186344.1 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE,TOTAL,EUR,SI,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	1645673.7 	1537302.4 	1291674.6 	1143032.8 	1212274.2 	1186344.1 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE,TOTAL,EUR,TOTAL,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	1645673.7 	1537302.4 	1291674.6 	1143032.8 	1212274.2 	1186344.1 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE,TOTAL,EUR_T,EU,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	2490.8032 	2193.0134 	1598.0139 	1776.2747 	1476.2228 	1361.1107 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE,TOTAL,EUR_T,SI,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	2490.8032 	2193.0134 	1598.0139 	1776.2747 	1476.2228 	1361.1107 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE,TOTAL,EUR_T,TOTAL,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	2490.8032 	2193.0134 	1598.0139 	1776.2747 	1476.2228 	1361.1107 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE,TOTAL,TPW,EU,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	660.7 	701 	808.3 	643.5 	821.2 	871.6 	923.5 	743.6 	1015.5 	1406 
F30,FRE,TOTAL,TPW,SI,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	660.7 	701 	808.3 	643.5 	821.2 	871.6 	923.5 	743.6 	1015.5 	1406 
F30,FRE,TOTAL,TPW,TOTAL,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	660.7 	701 	808.3 	643.5 	821.2 	871.6 	923.5 	743.6 	1015.5 	1406 
F30,FRE,UNK,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	720573.1 	817042 	792118 	673779.1 	815447.4 	867996.4 	: 	: 	: 	: 
F30,FRE,UNK,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	720573.1 	817042 	792118 	673779.1 	815447.4 	867996.4 	: 	: 	: 	: 
F30,FRE,UNK,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	720573.1 	817042 	792118 	673779.1 	815447.4 	867996.4 	: 	: 	: 	: 
F30,FRE,UNK,EUR_T,EU,SI	: 	: 	: 	: 	: 	: 	: 	1535.4211 	1495.0448 	1241.1752 	1366.4147 	1240.7903 	1225.6374 	: 	: 	: 	: 
F30,FRE,UNK,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	1535.4211 	1495.0448 	1241.1752 	1366.4147 	1240.7903 	1225.6374 	: 	: 	: 	: 
F30,FRE,UNK,EUR_T,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	1535.4211 	1495.0448 	1241.1752 	1366.4147 	1240.7903 	1225.6374 	: 	: 	: 	: 
F30,FRE,UNK,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	469.3 	546.5 	638.2 	493.1 	657.2 	708.2 	: 	: 	: 	: 
F30,FRE,UNK,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	469.3 	546.5 	638.2 	493.1 	657.2 	708.2 	: 	: 	: 	: 
F30,FRE,UNK,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	469.3 	546.5 	638.2 	493.1 	657.2 	708.2 	: 	: 	: 	: 
F30,FRE_NSP,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE_NSP,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	367480.9678 	327601.6224 	581270.95 	: 
F30,FRE_NSP,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	367480.9678 	327601.6224 	581270.95 	: 
F30,FRE_NSP,HCN,EUR_T,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE_NSP,HCN,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	397.922 	440.5616 	572.3988 	: 
F30,FRE_NSP,HCN,EUR_T,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	397.922 	440.5616 	572.3988 	: 
F30,FRE_NSP,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	923.5 	743.6 	1015.5 	1406 
F30,FRE_NSP,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	923.5 	743.6 	1015.5 	1406 
F30,FRE_NSP,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	923.5 	743.6 	1015.5 	1406 
F30,FRE_NSP,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE_NSP,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE_NSP,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1026393.8559 	645556.8535 	757309.4403 	: 
F30,FRE_NSP,TOTAL,EUR_T,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE_NSP,TOTAL,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE_NSP,TOTAL,EUR_T,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1111.4173 	868.1507 	745.7503 	: 
F30,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	923.5 	743.6 	1015.5 	1406 
F30,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	923.5 	743.6 	1015.5 	1406 
F30,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	923.5 	743.6 	1015.5 	1406 
F30,FRE_WHL,HCN,EUR,EU,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	925100.6 	720260.4 	499556.6 	469253.7 	396826.8 	318347.7 	: 	: 	: 	: 
F30,FRE_WHL,HCN,EUR,SI,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	925100.6 	720260.4 	499556.6 	469253.7 	396826.8 	318347.7 	: 	: 	: 	: 
F30,FRE_WHL,HCN,EUR,TOTAL,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	925100.6 	720260.4 	499556.6 	469253.7 	396826.8 	318347.7 	: 	: 	: 	: 
F30,FRE_WHL,HCN,EUR_T,EU,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	4833.3365 	4661.8796 	2936.8407 	3120.0379 	2419.6756 	1948.2723 	: 	: 	: 	: 
F30,FRE_WHL,HCN,EUR_T,SI,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	4833.3365 	4661.8796 	2936.8407 	3120.0379 	2419.6756 	1948.2723 	: 	: 	: 	: 
F30,FRE_WHL,HCN,EUR_T,TOTAL,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	4833.3365 	4661.8796 	2936.8407 	3120.0379 	2419.6756 	1948.2723 	: 	: 	: 	: 
F30,FRE_WHL,HCN,TPW,EU,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	191.4 	154.5 	170.1 	150.4 	164 	163.4 	: 	: 	: 	: 
F30,FRE_WHL,HCN,TPW,SI,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	191.4 	154.5 	170.1 	150.4 	164 	163.4 	: 	: 	: 	: 
F30,FRE_WHL,HCN,TPW,TOTAL,SI	94 	105.3 	116.1 	168.8 	216.2 	203.8 	279.1 	191.4 	154.5 	170.1 	150.4 	164 	163.4 	: 	: 	: 	: 
F30,FRE_WHL,TOTAL,EUR,EU,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	1645673.7 	1537302.4 	1291674.6 	1143032.8 	1212274.2 	1186344.1 	: 	: 	: 	: 
F30,FRE_WHL,TOTAL,EUR,SI,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	1645673.7 	1537302.4 	1291674.6 	1143032.8 	1212274.2 	1186344.1 	: 	: 	: 	: 
F30,FRE_WHL,TOTAL,EUR,TOTAL,SI	623843.8 	717944.1 	778542.0789 	1030925.5 	995576.5 	991794.2 	1146956.2 	1645673.7 	1537302.4 	1291674.6 	1143032.8 	1212274.2 	1186344.1 	: 	: 	: 	: 
F30,FRE_WHL,TOTAL,EUR_T,EU,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	2490.8032 	2193.0134 	1598.0139 	1776.2747 	1476.2228 	1361.1107 	: 	: 	: 	: 
F30,FRE_WHL,TOTAL,EUR_T,SI,SI	6636.6362 	6818.0826 	6705.7888 	6107.3786 	4604.8867 	4866.5074 	4109.4812 	2490.8032 	2193.0134 	1598.0139 	1776.2747 	1476.2228 	1361.1107 	: 	: 	: 	: 
