species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
ASU,FRE,HCN,TPW,EU,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,HCN,TPW,LV,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,HCN,TPW,TOTAL,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,EUR,EU,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,EUR,LV,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,EUR,TOTAL,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,EUR_T,EU,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,EUR_T,LV,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,EUR_T,TOTAL,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,TPW,EU,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,TPW,LV,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE,TOTAL,TPW,TOTAL,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,EUR,EU,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,EUR,LV,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,EUR,TOTAL,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,EUR_T,EU,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,EUR_T,LV,LV	210 	210 	360 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,EUR_T,TOTAL,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,TPW,EU,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,TPW,LV,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,HCN,TPW,TOTAL,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,EUR,EU,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,EUR,LV,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,EUR,TOTAL,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,EUR_T,EU,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,EUR_T,LV,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,EUR_T,TOTAL,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,TPW,EU,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,TPW,LV,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,FRE_WHL,TOTAL,TPW,TOTAL,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,EUR,EU,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,EUR,LV,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,EUR,TOTAL,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,EUR_T,EU,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,EUR_T,LV,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,EUR_T,TOTAL,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,TPW,EU,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,TPW,LV,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,HCN,TPW,TOTAL,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,EUR,EU,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,EUR,LV,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,EUR,TOTAL,LV	8.4 	8.4 	18 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,EUR_T,EU,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,EUR_T,LV,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,EUR_T,TOTAL,LV	210 	210 	360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,TPW,EU,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,TPW,LV,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ASU,TOTAL,TOTAL,TPW,TOTAL,LV	0.04 	0.04 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,EUR,EU,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,EUR,LV,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,TPW,EU,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,TPW,LV,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,HCN,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,EUR,EU,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,EUR,LV,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,TPW,EU,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,TPW,LV,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE,TOTAL,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,EUR,EU,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,EUR,LV,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,TPW,EU,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,TPW,LV,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,HCN,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,EUR,EU,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,EUR,LV,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,TPW,EU,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,TPW,LV,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,FRE_WHL,TOTAL,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,EUR,EU,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,EUR,LV,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,TPW,EU,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,TPW,LV,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,HCN,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,EUR,EU,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,EUR,LV,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	48391.8131 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	472.5763 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,TPW,EU,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,TPW,LV,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
BRT,TOTAL,TOTAL,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	102.4 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,HCN,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
COD,FRE,HCN,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
COD,FRE,HCN,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,HCN,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
COD,FRE,HCN,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129180 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4941091.2645 	: 	: 
COD,FRE,HCN,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,HCN,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
COD,FRE,HCN,EUR_T,EE,LV	: 	: 	: 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	: 	: 	: 	1419.7972 	: 	: 
COD,FRE,HCN,EUR_T,EU,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
COD,FRE,HCN,EUR_T,FI,LV	: 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,HCN,EUR_T,LT,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	: 	: 	: 
COD,FRE,HCN,EUR_T,LV,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.0837 	: 	: 
COD,FRE,HCN,EUR_T,PL,LV	1030 	1090 	870 	: 	: 	: 	1116.9984 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,HCN,EUR_T,TOTAL,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
COD,FRE,HCN,TPW,EE,LV	: 	: 	: 	17.9 	26.9 	29.5 	40.9 	49.8 	: 	: 	: 	24.1 	: 	: 
COD,FRE,HCN,TPW,EU,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
COD,FRE,HCN,TPW,FI,LV	: 	32.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,HCN,TPW,LT,LV	33.64 	338.02 	102.7 	147.1 	101.9 	193.1 	132.8 	311.3 	255.9 	229.1 	238.6 	: 	: 	: 
COD,FRE,HCN,TPW,LV,LV	274.92 	855.26 	1436.03 	2080.5 	1118 	1294.5 	2234.31 	2261.5 	1766.2 	2238.7 	3414.2 	3494.2 	: 	: 
COD,FRE,HCN,TPW,PL,LV	3.96 	10.8 	2.4 	: 	: 	: 	0.7 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,HCN,TPW,TOTAL,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
COD,FRE,TOTAL,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
COD,FRE,TOTAL,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
COD,FRE,TOTAL,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,TOTAL,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
COD,FRE,TOTAL,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129180 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4941091.2645 	: 	: 
COD,FRE,TOTAL,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,TOTAL,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
COD,FRE,TOTAL,EUR_T,EE,LV	: 	: 	: 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	: 	: 	: 	1419.7972 	: 	: 
COD,FRE,TOTAL,EUR_T,EU,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
COD,FRE,TOTAL,EUR_T,FI,LV	: 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,TOTAL,EUR_T,LT,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	: 	: 	: 
COD,FRE,TOTAL,EUR_T,LV,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.0837 	: 	: 
COD,FRE,TOTAL,EUR_T,PL,LV	1030 	1090 	870 	: 	: 	: 	1116.9984 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,TOTAL,EUR_T,TOTAL,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
COD,FRE,TOTAL,TPW,EE,LV	: 	: 	: 	17.9 	26.9 	29.5 	40.9 	49.8 	: 	: 	: 	24.1 	: 	: 
COD,FRE,TOTAL,TPW,EU,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
COD,FRE,TOTAL,TPW,FI,LV	: 	32.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,TOTAL,TPW,LT,LV	33.64 	338.02 	102.7 	147.1 	101.9 	193.1 	132.8 	311.3 	255.9 	229.1 	238.6 	: 	: 	: 
COD,FRE,TOTAL,TPW,LV,LV	274.92 	855.26 	1436.03 	2080.5 	1118 	1294.5 	2234.31 	2261.5 	1766.2 	2238.7 	3414.2 	3494.2 	: 	: 
COD,FRE,TOTAL,TPW,PL,LV	3.96 	10.8 	2.4 	: 	: 	: 	0.7 	: 	: 	: 	: 	: 	: 	: 
COD,FRE,TOTAL,TPW,TOTAL,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
COD,FRE_GUT,HCN,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
COD,FRE_GUT,HCN,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
COD,FRE_GUT,HCN,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,HCN,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
COD,FRE_GUT,HCN,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129180 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4941091.2645 	: 	: 
COD,FRE_GUT,HCN,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,HCN,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
COD,FRE_GUT,HCN,EUR_T,EE,LV	: 	: 	: 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	: 	: 	: 	1419.7972 	: 	: 
COD,FRE_GUT,HCN,EUR_T,EU,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
COD,FRE_GUT,HCN,EUR_T,FI,LV	: 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,HCN,EUR_T,LT,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	: 	: 	: 
COD,FRE_GUT,HCN,EUR_T,LV,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.0837 	: 	: 
COD,FRE_GUT,HCN,EUR_T,PL,LV	1030 	1090 	870 	: 	: 	: 	1116.9984 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,HCN,EUR_T,TOTAL,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
COD,FRE_GUT,HCN,TPW,EE,LV	: 	: 	: 	17.9 	26.9 	29.5 	40.9 	49.8 	: 	: 	: 	24.1 	: 	: 
COD,FRE_GUT,HCN,TPW,EU,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
COD,FRE_GUT,HCN,TPW,FI,LV	: 	32.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,HCN,TPW,LT,LV	33.64 	338.02 	102.7 	147.1 	101.9 	193.1 	132.8 	311.3 	255.9 	229.1 	238.6 	: 	: 	: 
COD,FRE_GUT,HCN,TPW,LV,LV	274.92 	855.26 	1436.03 	2080.5 	1118 	1294.5 	2234.31 	2261.5 	1766.2 	2238.7 	3414.2 	3494.2 	: 	: 
COD,FRE_GUT,HCN,TPW,PL,LV	3.96 	10.8 	2.4 	: 	: 	: 	0.7 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,HCN,TPW,TOTAL,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
COD,FRE_GUT,TOTAL,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
COD,FRE_GUT,TOTAL,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
COD,FRE_GUT,TOTAL,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,TOTAL,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
COD,FRE_GUT,TOTAL,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129180 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4941091.2645 	: 	: 
COD,FRE_GUT,TOTAL,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
COD,FRE_GUT,TOTAL,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
