species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
F31,FRE,HCN,EUR,FI,LV	: 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR,LT,LV	2610.3 	1648.5 	408 	8688 	45578 	107511.8171 	41621.077 	24352.2554 	25857.2054 	7725.0951 	18917.0341 	: 	: 	: 
F31,FRE,HCN,EUR,LV,LV	271081.6 	522062.2 	470490.3 	502416 	457978 	451562.6675 	220971.059 	116107.5906 	108021.7371 	173631.842 	197940.7977 	329670.0233 	: 	: 
F31,FRE,HCN,EUR,PL,LV	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR,TOTAL,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,FRE,HCN,EUR_T,EE,LV	: 	: 	: 	240 	260 	300.8165 	343.6918 	353.9572 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR_T,EU,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE,HCN,EUR_T,FI,LV	: 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR_T,LT,LV	210 	350 	240 	240 	260 	300.8165 	343.6918 	353.9572 	352.7586 	334.4197 	298.8473 	: 	: 	: 
F31,FRE,HCN,EUR_T,LV,LV	219.8624 	353.148 	246.2153 	243.1006 	261.6868 	303.3982 	357.5757 	381.3809 	395.829 	337.6081 	303.8698 	314.2408 	: 	: 
F31,FRE,HCN,EUR_T,PL,LV	210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,EUR_T,TOTAL,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE,HCN,TPW,EE,LV	: 	: 	: 	0.1 	43.9 	16.7 	8.7 	9.2 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,TPW,EU,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,FRE,HCN,TPW,FI,LV	: 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,TPW,LT,LV	12.43 	4.71 	1.7 	36.2 	175.3 	357.4 	121.1 	68.8 	73.3 	23.1 	63.3 	: 	: 	: 
F31,FRE,HCN,TPW,LV,LV	1232.96 	1478.31 	1910.89 	2066.7 	1750.1 	1488.35 	617.97 	304.44 	272.9 	514.3 	651.4 	1049.1 	: 	: 
F31,FRE,HCN,TPW,PL,LV	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,HCN,TPW,TOTAL,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,FRE,TOTAL,EUR,EE,LV	: 	: 	: 	24 	11414 	5023.6356 	2990.1187 	3256.4062 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR,EU,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,FRE,TOTAL,EUR,FI,LV	: 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR,LT,LV	2610.3 	1648.5 	408 	8688 	45578 	107511.8171 	41621.077 	24352.2554 	25857.2054 	7725.0951 	18917.0341 	: 	: 	: 
F31,FRE,TOTAL,EUR,LV,LV	271081.6 	522062.2 	470490.3 	502416 	457978 	451562.6675 	220971.059 	116107.5906 	108021.7371 	173631.842 	197940.7977 	329670.0233 	: 	: 
F31,FRE,TOTAL,EUR,PL,LV	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR,TOTAL,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,FRE,TOTAL,EUR_T,EE,LV	: 	: 	: 	240 	260 	300.8165 	343.6918 	353.9572 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR_T,EU,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE,TOTAL,EUR_T,FI,LV	: 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR_T,LT,LV	210 	350 	240 	240 	260 	300.8165 	343.6918 	353.9572 	352.7586 	334.4197 	298.8473 	: 	: 	: 
F31,FRE,TOTAL,EUR_T,LV,LV	219.8624 	353.148 	246.2153 	243.1006 	261.6868 	303.3982 	357.5757 	381.3809 	395.829 	337.6081 	303.8698 	314.2408 	: 	: 
F31,FRE,TOTAL,EUR_T,PL,LV	210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,EUR_T,TOTAL,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE,TOTAL,TPW,EE,LV	: 	: 	: 	0.1 	43.9 	16.7 	8.7 	9.2 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,TPW,EU,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,FRE,TOTAL,TPW,FI,LV	: 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,TPW,LT,LV	12.43 	4.71 	1.7 	36.2 	175.3 	357.4 	121.1 	68.8 	73.3 	23.1 	63.3 	: 	: 	: 
F31,FRE,TOTAL,TPW,LV,LV	1232.96 	1478.31 	1910.89 	2066.7 	1750.1 	1488.35 	617.97 	304.44 	272.9 	514.3 	651.4 	1049.1 	: 	: 
F31,FRE,TOTAL,TPW,PL,LV	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE,TOTAL,TPW,TOTAL,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,FRE_WHL,HCN,EUR,EE,LV	: 	: 	: 	24 	11414 	5023.6356 	2990.1187 	3256.4062 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR,EU,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,FRE_WHL,HCN,EUR,FI,LV	: 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR,LT,LV	2610.3 	1648.5 	408 	8688 	45578 	107511.8171 	41621.077 	24352.2554 	25857.2054 	7725.0951 	18917.0341 	: 	: 	: 
F31,FRE_WHL,HCN,EUR,LV,LV	271081.6 	522062.2 	470490.3 	502416 	457978 	451562.6675 	220971.059 	116107.5906 	108021.7371 	173631.842 	197940.7977 	329670.0233 	: 	: 
F31,FRE_WHL,HCN,EUR,PL,LV	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR,TOTAL,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,FRE_WHL,HCN,EUR_T,EE,LV	: 	: 	: 	240 	260 	300.8165 	343.6918 	353.9572 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR_T,EU,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE_WHL,HCN,EUR_T,FI,LV	: 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR_T,LT,LV	210 	350 	240 	240 	260 	300.8165 	343.6918 	353.9572 	352.7586 	334.4197 	298.8473 	: 	: 	: 
F31,FRE_WHL,HCN,EUR_T,LV,LV	219.8624 	353.148 	246.2153 	243.1006 	261.6868 	303.3982 	357.5757 	381.3809 	395.829 	337.6081 	303.8698 	314.2408 	: 	: 
F31,FRE_WHL,HCN,EUR_T,PL,LV	210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,EUR_T,TOTAL,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE_WHL,HCN,TPW,EE,LV	: 	: 	: 	0.1 	43.9 	16.7 	8.7 	9.2 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,EU,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,FRE_WHL,HCN,TPW,FI,LV	: 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,LT,LV	12.43 	4.71 	1.7 	36.2 	175.3 	357.4 	121.1 	68.8 	73.3 	23.1 	63.3 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,LV,LV	1232.96 	1478.31 	1910.89 	2066.7 	1750.1 	1488.35 	617.97 	304.44 	272.9 	514.3 	651.4 	1049.1 	: 	: 
F31,FRE_WHL,HCN,TPW,PL,LV	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,HCN,TPW,TOTAL,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,FRE_WHL,TOTAL,EUR,EE,LV	: 	: 	: 	24 	11414 	5023.6356 	2990.1187 	3256.4062 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,EU,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,FRE_WHL,TOTAL,EUR,FI,LV	: 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,LT,LV	2610.3 	1648.5 	408 	8688 	45578 	107511.8171 	41621.077 	24352.2554 	25857.2054 	7725.0951 	18917.0341 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,LV,LV	271081.6 	522062.2 	470490.3 	502416 	457978 	451562.6675 	220971.059 	116107.5906 	108021.7371 	173631.842 	197940.7977 	329670.0233 	: 	: 
F31,FRE_WHL,TOTAL,EUR,PL,LV	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR,TOTAL,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,FRE_WHL,TOTAL,EUR_T,EE,LV	: 	: 	: 	240 	260 	300.8165 	343.6918 	353.9572 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,EU,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE_WHL,TOTAL,EUR_T,FI,LV	: 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,LT,LV	210 	350 	240 	240 	260 	300.8165 	343.6918 	353.9572 	352.7586 	334.4197 	298.8473 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,LV,LV	219.8624 	353.148 	246.2153 	243.1006 	261.6868 	303.3982 	357.5757 	381.3809 	395.829 	337.6081 	303.8698 	314.2408 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,PL,LV	210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,EUR_T,TOTAL,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,FRE_WHL,TOTAL,TPW,EE,LV	: 	: 	: 	0.1 	43.9 	16.7 	8.7 	9.2 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,EU,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,FRE_WHL,TOTAL,TPW,FI,LV	: 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,LT,LV	12.43 	4.71 	1.7 	36.2 	175.3 	357.4 	121.1 	68.8 	73.3 	23.1 	63.3 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,LV,LV	1232.96 	1478.31 	1910.89 	2066.7 	1750.1 	1488.35 	617.97 	304.44 	272.9 	514.3 	651.4 	1049.1 	: 	: 
F31,FRE_WHL,TOTAL,TPW,PL,LV	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,FRE_WHL,TOTAL,TPW,TOTAL,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,TOTAL,HCN,EUR,EE,LV	: 	: 	: 	24 	11414 	5023.6356 	2990.1187 	3256.4062 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,EU,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,TOTAL,HCN,EUR,FI,LV	: 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,LT,LV	2610.3 	1648.5 	408 	8688 	45578 	107511.8171 	41621.077 	24352.2554 	25857.2054 	7725.0951 	18917.0341 	: 	: 	: 
F31,TOTAL,HCN,EUR,LV,LV	271081.6 	522062.2 	470490.3 	502416 	457978 	451562.6675 	220971.059 	116107.5906 	108021.7371 	173631.842 	197940.7977 	329670.0233 	: 	: 
F31,TOTAL,HCN,EUR,PL,LV	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR,TOTAL,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,TOTAL,HCN,EUR_T,EE,LV	: 	: 	: 	240 	260 	300.8165 	343.6918 	353.9572 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,EU,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,TOTAL,HCN,EUR_T,FI,LV	: 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,LT,LV	210 	350 	240 	240 	260 	300.8165 	343.6918 	353.9572 	352.7586 	334.4197 	298.8473 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,LV,LV	219.8624 	353.148 	246.2153 	243.1006 	261.6868 	303.3982 	357.5757 	381.3809 	395.829 	337.6081 	303.8698 	314.2408 	: 	: 
F31,TOTAL,HCN,EUR_T,PL,LV	210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,EUR_T,TOTAL,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,TOTAL,HCN,TPW,EE,LV	: 	: 	: 	0.1 	43.9 	16.7 	8.7 	9.2 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,EU,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,TOTAL,HCN,TPW,FI,LV	: 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,LT,LV	12.43 	4.71 	1.7 	36.2 	175.3 	357.4 	121.1 	68.8 	73.3 	23.1 	63.3 	: 	: 	: 
F31,TOTAL,HCN,TPW,LV,LV	1232.96 	1478.31 	1910.89 	2066.7 	1750.1 	1488.35 	617.97 	304.44 	272.9 	514.3 	651.4 	1049.1 	: 	: 
F31,TOTAL,HCN,TPW,PL,LV	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,HCN,TPW,TOTAL,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,TOTAL,TOTAL,EUR,EE,LV	: 	: 	: 	24 	11414 	5023.6356 	2990.1187 	3256.4062 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,EU,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,TOTAL,TOTAL,EUR,FI,LV	: 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,LT,LV	2610.3 	1648.5 	408 	8688 	45578 	107511.8171 	41621.077 	24352.2554 	25857.2054 	7725.0951 	18917.0341 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,LV,LV	271081.6 	522062.2 	470490.3 	502416 	457978 	451562.6675 	220971.059 	116107.5906 	108021.7371 	173631.842 	197940.7977 	329670.0233 	: 	: 
F31,TOTAL,TOTAL,EUR,PL,LV	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR,TOTAL,LV	273712.9 	523794.7 	470898.3 	511128 	514970 	564098.1202 	265582.2546 	143716.2522 	133878.9425 	181356.9371 	216857.8317 	329670.0233 	265484.3699 	457147.425 
F31,TOTAL,TOTAL,EUR_T,EE,LV	: 	: 	: 	240 	260 	300.8165 	343.6918 	353.9572 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,EU,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,TOTAL,TOTAL,EUR_T,FI,LV	: 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,LT,LV	210 	350 	240 	240 	260 	300.8165 	343.6918 	353.9572 	352.7586 	334.4197 	298.8473 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,LV,LV	219.8624 	353.148 	246.2153 	243.1006 	261.6868 	303.3982 	357.5757 	381.3809 	395.829 	337.6081 	303.8698 	314.2408 	: 	: 
F31,TOTAL,TOTAL,EUR_T,PL,LV	210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,EUR_T,TOTAL,LV	219.7632 	353.1375 	246.2097 	243.0471 	261.499 	302.8796 	355.1657 	375.7877 	386.7098 	337.471 	303.425 	314.2408 	229.8765 	249.2625 
F31,TOTAL,TOTAL,TPW,EE,LV	: 	: 	: 	0.1 	43.9 	16.7 	8.7 	9.2 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,EU,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F31,TOTAL,TOTAL,TPW,FI,LV	: 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,LT,LV	12.43 	4.71 	1.7 	36.2 	175.3 	357.4 	121.1 	68.8 	73.3 	23.1 	63.3 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,LV,LV	1232.96 	1478.31 	1910.89 	2066.7 	1750.1 	1488.35 	617.97 	304.44 	272.9 	514.3 	651.4 	1049.1 	: 	: 
F31,TOTAL,TOTAL,TPW,PL,LV	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F31,TOTAL,TOTAL,TPW,TOTAL,LV	1245.49 	1483.26 	1912.59 	2103 	1969.3 	1862.45 	747.77 	382.44 	346.2 	537.4 	714.7 	1049.1 	1154.9 	1834 
F32,FRE,HCN,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
F32,FRE,HCN,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259330 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
F32,FRE,HCN,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
F32,FRE,HCN,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129242 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4941091.2645 	: 	: 
F32,FRE,HCN,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259330 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
F32,FRE,HCN,EUR_T,EE,LV	: 	: 	: 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	: 	: 	: 	1419.7972 	: 	: 
F32,FRE,HCN,EUR_T,EU,LV	1030 	1090 	870 	920 	1009.8877 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
F32,FRE,HCN,EUR_T,FI,LV	: 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR_T,LT,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	: 	: 	: 
F32,FRE,HCN,EUR_T,LV,LV	1030 	1090 	870 	920 	1009.8748 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.0837 	: 	: 
F32,FRE,HCN,EUR_T,PL,LV	1030 	1090 	870 	: 	: 	: 	1116.9984 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,EUR_T,TOTAL,LV	1030 	1090 	870 	920 	1009.8877 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
F32,FRE,HCN,TPW,EE,LV	: 	: 	: 	17.9 	26.9 	29.5 	40.9 	49.8 	: 	: 	: 	24.1 	: 	: 
F32,FRE,HCN,TPW,EU,LV	312.52 	1236.99 	1541.13 	2245.5 	1247 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
F32,FRE,HCN,TPW,FI,LV	: 	32.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,TPW,LT,LV	33.64 	338.02 	102.7 	147.1 	101.9 	193.1 	132.8 	311.3 	255.9 	229.1 	238.6 	: 	: 	: 
F32,FRE,HCN,TPW,LV,LV	274.92 	855.26 	1436.03 	2080.5 	1118.2 	1294.5 	2234.31 	2261.5 	1766.2 	2238.7 	3414.2 	3494.2 	: 	: 
F32,FRE,HCN,TPW,PL,LV	3.96 	10.8 	2.4 	: 	: 	: 	0.7 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,TPW,TOTAL,LV	312.52 	1236.99 	1541.13 	2245.5 	1247 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3518.3 	3632.5 	2942.7 
F32,FRE,TOTAL,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
F32,FRE,TOTAL,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259330 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
F32,FRE,TOTAL,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
F32,FRE,TOTAL,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129242 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4941091.2645 	: 	: 
F32,FRE,TOTAL,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259330 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4975308.3771 	4566869.4493 	3657252.8879 
F32,FRE,TOTAL,EUR_T,EE,LV	: 	: 	: 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	: 	: 	: 	1419.7972 	: 	: 
F32,FRE,TOTAL,EUR_T,EU,LV	1030 	1090 	870 	920 	1009.8877 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.1228 	1257.2249 	1242.8222 
F32,FRE,TOTAL,EUR_T,FI,LV	: 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR_T,LT,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	: 	: 	: 
