country,scientific_name,state,presentation,factor,note,reference
United Kingdom,Gadus morhua,FRO,SGH,2.38,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRO,JAP,1.52,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRE,GUH,1.44,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRE,GUS,,see list of CCF,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRO,GUT,1.37,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRO,GUH,1.44,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Squalus acanthias,FRO,GUS,2.52,,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRO,GUT,1.08,,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRO,GUH,1.2,,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Platichthys flesus,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRO,GUT,1.125,,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRO,GUH,1.4,,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Phycis blennoides,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,GUH,1.39,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,JAT,1.44,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,HEA,1.31,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRE,JAP,1.5,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,GUT,1.08,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,GUH,1.39,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,JAT,1.44,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,HEA,1.31,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Reinhardtius hippoglossoides,FRO,JAP,1.5,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRE,FIL,2.6,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRE,FIS,2.6,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRO,GUT,1.16,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRO,GUH,1.46,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRO,FIL,2.6,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRO,FIS,2.6,,EU Council Regulations Annex
United Kingdom,Melanogrammus aeglefinus,FRO,JAP,1.46,,EU Council Regulations Annex
United Kingdom,Clupea harengus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Clupea harengus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRE,FIL,2.6,,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRE,FIS,2.6,,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRO,GUT,1.16,,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRO,GUH,1.34,,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRO,FIL,2.6,,EU Council Regulations Annex
United Kingdom,Merluccius merluccius,FRO,FIS,2.6,,EU Council Regulations Annex
United Kingdom,Trachurus spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Trachurus spp,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Euphausia superba,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRE,FIL,2.5,,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRE,FIS,2.5,,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRO,GUT,1.04,,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRO,FIL,2.5,,EU Council Regulations Annex
United Kingdom,Microstomus kitt,FRO,FIS,2.5,,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRE,FIL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRE,FIS,2.5,,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRO,GUT,1.05,,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRO,FIL,2.5,,EU Council Regulations Annex
United Kingdom,Lepidorhombus spp,FRO,FIS,2.5,,EU Council Regulations Annex
United Kingdom,Channichthys rhinoceratus,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva molva,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva molva,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva molva,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva molva,FRE,FIL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva molva,FRE,FIS,2.8,,EU Council Regulations Annex
United Kingdom,Molva molva,FRE,SGH,2.38,,EU Council Regulations Annex
United Kingdom,Molva molva,FRE,SGT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva molva,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Molva molva,FRO,GUT,1.15,,EU Council Regulations Annex
United Kingdom,Molva molva,FRO,GUH,1.32,,EU Council Regulations Annex
United Kingdom,Molva molva,FRO,FIL,2.8,,EU Council Regulations Annex
United Kingdom,Molva molva,FRO,FIS,2.8,,EU Council Regulations Annex
United Kingdom,Molva molva,FRO,SGH,2.38,,EU Council Regulations Annex
United Kingdom,Molva molva,FRO,SGT,1.83,,EU Council Regulations Annex
United Kingdom,Scomber scombrus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Scomber scombrus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Nephrops norvegicus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Nephrops norvegicus,FRE,TAL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Nephrops norvegicus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Nephrops norvegicus,FRO,TAL,3,,EU Council Regulations Annex
United Kingdom,Notothenia gibberifrons,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Trisopterus esmarkii,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Trisopterus esmarkii,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Notothenia rossii,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Hoplostethus atlanticus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Hoplostethus atlanticus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Hoplostethus atlanticus,FRO,GUH,1.92,,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRE,FIL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRO,GUT,1.07,,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRO,GUH,1.2,,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Pleuronectes platessa,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRE,GUH,1.44,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRE,FIL,2.9,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRE,FIS,2.9,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRO,GUT,1.19,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRO,GUH,1.44,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRO,FIL,2.9,,EU Council Regulations Annex
United Kingdom,Pollachius virens,FRO,FIS,2.9,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRE,GUH,1.36,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRO,GUT,1.14,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRO,GUH,1.36,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Pollachius pollachius,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Pandalus borealis,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pandalus borealis,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Rajidae,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Rajidae,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Rajidae,FRE,WNG,,see list of CCF,EU Council Regulations Annex
United Kingdom,Rajidae,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Rajidae,FRO,GUT,1.13,,EU Council Regulations Annex
United Kingdom,Rajidae,FRO,WNG,2.09,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRE,GUH,1.64,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRE,FIL,1.4,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRE,FIS,3,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRE,HEA,1.4,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRE,JAP,1.95,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRO,GUT,1.14,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRO,GUH,1.64,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRO,FIL,1.4,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRO,FIS,3,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRO,HEA,1.4,,EU Council Regulations Annex
United Kingdom,Sebastes spp,FRO,JAP,1.95,,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRO,GUT,1.125,,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRO,GUH,2,,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Coryphaenoides rupestris,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Ammodytes spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Ammodytes spp,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Pagellus bogaraveo,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pagellus bogaraveo,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Deania histricosa,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Deania profundorum,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Pseudochaenichthys georgianus,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRE,FIL,2.5,,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRE,FIS,2.5,,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRO,GUT,1.05,,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRO,FIL,2.5,,EU Council Regulations Annex
United Kingdom,Solea vulgaris,FRO,FIS,2.5,,EU Council Regulations Annex
United Kingdom,Sprattus sprattus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Sprattus sprattus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Martialia hyadesi,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Martialia hyadesi,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Martialia hyadesi,FRO,TUB,2,,EU Council Regulations Annex
United Kingdom,Chaenocephalus aceratus,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Xiphias gladius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Xiphias gladius,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Xiphias gladius,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Xiphias gladius,FRO,GUH,1.3,,EU Council Regulations Annex
United Kingdom,Dissostichus eleginoides,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Dissostichus eleginoides,FRE,GUT,1.125,,EU Council Regulations Annex
United Kingdom,Dissostichus eleginoides,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Dissostichus eleginoides,FRO,GUT,1.125,,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRO,GUT,1.07,,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Psetta maxima maxima,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRE,GUH,1.4,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRO,GUT,1.13,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRO,GUH,1.4,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Brosme brosme,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Microstomus poutassou,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Microstomus poutassou,FRE,FIL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Microstomus poutassou,FRE,FIS,2.65,,EU Council Regulations Annex
United Kingdom,Microstomus poutassou,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Microstomus poutassou,FRO,FIL,2.76,,EU Council Regulations Annex
United Kingdom,Microstomus poutassou,FRO,FIS,2.65,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRE,GUH,1.41,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRO,GUT,1.13,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRO,GUH,1.41,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Merlangius merlangus,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Tetrapturus albidus ,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRO,GUT,1.04,,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Glyptocephalus cynoglossus,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Limanda ferruginea,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Limanda ferruginea,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Limanda ferruginea,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Limanda ferruginea,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Limanda ferruginea,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Limanda ferruginea,FRO,FIS,2.7,,EU Council Regulations Annex
